novice,label,filename,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio_11,ratio_12,ratio_13,ratio_14,ratio_15,ratio_16,ratio_17,ratio_18,ratio_19,ratio_20,ratio_21,ratio_22,ratio_23,ratio_24,ratio_25,ratio_26,ratio_27,ratio_28
Nonlinear CNN,OOD,0064_01_Hanns_Klemm_Str_45_000008_000180_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,25364766.416008,25364766.416008,18612650.014626
Nonlinear CNN,OOD,0065_01_Hanns_Klemm_Str_45_000008_000240_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,25364766.416008,25364766.416008,23726566.406063,22369621.333333
Nonlinear CNN,OOD,0066_01_Hanns_Klemm_Str_45_000009_000090_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,25364766.416008,22369621.333333,21221686.142648,20234083.817726,20234083.817726
Nonlinear CNN,OOD,0067_01_Hanns_Klemm_Str_45_000009_000150_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,22369621.333333
Nonlinear CNN,OOD,0068_01_Hanns_Klemm_Str_45_000009_000210_labels.png,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,21221686.142648,21221686.142648
Nonlinear CNN,OOD,0069_01_Hanns_Klemm_Str_45_000010_000050_labels.png,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,22369621.333333,22369621.333333,21221686.142648,19372660.347705
Nonlinear CNN,OOD,0070_01_Hanns_Klemm_Str_45_000010_000110_labels.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,27397079.002972,25364766.416008,25364766.416008,25364766.416008,25364766.416008,23726566.406063,23726566.406063,22369621.333333,21221686.142648
Nonlinear CNN,OOD,0071_01_Hanns_Klemm_Str_45_000010_000170_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,25364766.416008,23726566.406063,22369621.333333,21221686.142648
Nonlinear CNN,OOD,0072_01_Hanns_Klemm_Str_45_000010_000200_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063,23726566.406063
Nonlinear CNN,OOD,0073_01_Hanns_Klemm_Str_45_000011_000050_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,22369621.333333,22369621.333333,22369621.333333
Nonlinear CNN,OOD,0074_01_Hanns_Klemm_Str_45_000011_000110_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,23726566.406063,22369621.333333,21221686.142648
Nonlinear CNN,OOD,0075_01_Hanns_Klemm_Str_45_000011_000170_labels.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,25364766.416008,23726566.406063,23726566.406063,23726566.406063,23726566.406063,22369621.333333,17935598.335972
Nonlinear CNN,OOD,0076_01_Hanns_Klemm_Str_45_000011_000200_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,23726566.406063,23726566.406063,23726566.406063,22369621.333333,21221686.142648
Nonlinear CNN,OOD,0077_01_Hanns_Klemm_Str_45_000011_000230_labels.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063,22369621.333333,20234083.817726,20234083.817726
Nonlinear CNN,OOD,0078_01_Hanns_Klemm_Str_45_000011_000260_labels.png,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063,23726566.406063,22369621.333333,19372660.347705
Nonlinear CNN,OOD,0079_01_Hanns_Klemm_Str_45_000012_000160_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,22369621.333333
Nonlinear CNN,OOD,0080_01_Hanns_Klemm_Str_45_000012_000220_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,23726566.406063,23726566.406063,22369621.333333,18612650.014626
Nonlinear CNN,OOD,0081_01_Hanns_Klemm_Str_45_000012_000250_labels.png,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,22369621.333333
Nonlinear CNN,OOD,0082_01_Hanns_Klemm_Str_45_000012_000280_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,23726566.406063,22369621.333333,22369621.333333,20234083.817726,19372660.347705
Nonlinear CNN,OOD,0083_13_Elly_Beinhorn_Str_000000_000050_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063,20234083.817726,20234083.817726,18612650.014626
Nonlinear CNN,OOD,0084_13_Elly_Beinhorn_Str_000000_000110_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,25364766.416008,21221686.142648,21221686.142648,20234083.817726
Nonlinear CNN,OOD,0085_13_Elly_Beinhorn_Str_000000_000170_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,25364766.416008,20234083.817726
Nonlinear CNN,OOD,0086_13_Elly_Beinhorn_Str_000000_000230_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,27397079.002972,25364766.416008,25364766.416008,25364766.416008,25364766.416008,23726566.406063,23726566.406063,22369621.333333,22369621.333333
Nonlinear CNN,OOD,0087_13_Elly_Beinhorn_Str_000000_000260_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,25364766.416008,25364766.416008,23726566.406063,21221686.142648
Nonlinear CNN,OOD,0088_13_Elly_Beinhorn_Str_000000_000290_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,22369621.333333,21221686.142648,20234083.817726,19372660.347705
Nonlinear CNN,OOD,0089_13_Elly_Beinhorn_Str_000001_000080_labels.png,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063,23726566.406063,22369621.333333
Nonlinear CNN,OOD,0090_13_Elly_Beinhorn_Str_000001_000140_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,22369621.333333
Nonlinear CNN,OOD,0091_13_Elly_Beinhorn_Str_000001_000200_labels.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,22369621.333333,18612650.014626
Nonlinear CNN,OOD,0092_13_Elly_Beinhorn_Str_000001_000230_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,27397079.002972,27397079.002972,25364766.416008,19372660.347705
Nonlinear CNN,OOD,0093_13_Elly_Beinhorn_Str_000002_000030_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,23726566.406063,22369621.333333,21221686.142648,20234083.817726,18612650.014626
Nonlinear CNN,OOD,0094_13_Elly_Beinhorn_Str_000002_000090_labels.png,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,23726566.406063,21221686.142648
Nonlinear CNN,OOD,0095_13_Elly_Beinhorn_Str_000002_000120_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,25364766.416008,23726566.406063,23726566.406063,23726566.406063,23726566.406063
Nonlinear CNN,OOD,0096_13_Elly_Beinhorn_Str_000003_000080_labels.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,25364766.416008,23726566.406063,21221686.142648,20234083.817726,19372660.347705
Nonlinear CNN,OOD,0097_13_Elly_Beinhorn_Str_000003_000140_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,22369621.333333,22369621.333333,21221686.142648
Nonlinear CNN,OOD,0098_13_Elly_Beinhorn_Str_000003_000200_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,23726566.406063
Nonlinear CNN,OOD,0099_13_Elly_Beinhorn_Str_000003_000260_labels.png,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,23726566.406063,23726566.406063,23726566.406063,23726566.406063,22369621.333333,22369621.333333,17935598.335972
Nonlinear CNN,OOD,airplane0000.jpg,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,27397079.002972,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063
Nonlinear CNN,OOD,airplane0001.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,23726566.406063,22369621.333333,21221686.142648
Nonlinear CNN,OOD,bear0000.jpg,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,23726566.406063,22369621.333333,20234083.817726,17327434.176993
Nonlinear CNN,OOD,boat_trailer0000.jpg,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,22369621.333333,22369621.333333,22369621.333333,20234083.817726
Nonlinear CNN,OOD,boat_trailer0001.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063
Nonlinear CNN,OOD,boat_trailer0002.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,20234083.817726,19372660.347705
Nonlinear CNN,OOD,boat_trailer0003.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,22369621.333333,22369621.333333,20234083.817726,20234083.817726
Nonlinear CNN,OOD,boat_trailer0004.jpg,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,23726566.406063,23726566.406063,22369621.333333,22369621.333333,20234083.817726,17327434.176993
Nonlinear CNN,OOD,camel0000.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,22369621.333333,21221686.142648
Nonlinear CNN,OOD,camel0001.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,27397079.002972,27397079.002972,27397079.002972,23726566.406063,23726566.406063,23726566.406063
Nonlinear CNN,OOD,caravan0000.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,23726566.406063,23726566.406063,22369621.333333,21221686.142648,18612650.014626
Nonlinear CNN,OOD,caravan0001.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,25364766.416008,25364766.416008,25364766.416008,21221686.142648,21221686.142648
Nonlinear CNN,OOD,caravan0002.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,23726566.406063,22369621.333333,21221686.142648,20234083.817726,17935598.335972
Nonlinear CNN,OOD,caravan0003.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,23726566.406063,22369621.333333,22369621.333333
Nonlinear CNN,OOD,caravan0004.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,25364766.416008,21221686.142648,21221686.142648
Nonlinear CNN,OOD,caravan0005.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,27397079.002972,27397079.002972,25364766.416008,23726566.406063,23726566.406063,21221686.142648,21221686.142648
Nonlinear CNN,OOD,caravan0006.jpg,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,22369621.333333,21221686.142648,21221686.142648
Nonlinear CNN,OOD,caravan0007.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,23726566.406063,17935598.335972
Nonlinear CNN,OOD,carriage0000.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,27397079.002972,27397079.002972,27397079.002972,25364766.416008,23726566.406063,21221686.142648
Nonlinear CNN,OOD,carriage0001.jpg,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,23726566.406063,20234083.817726,20234083.817726
Nonlinear CNN,OOD,carriage0002.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,25364766.416008,22369621.333333,20234083.817726
Nonlinear CNN,OOD,carriage0003.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,30011996.359358,25364766.416008,25364766.416008,23726566.406063,23726566.406063,22369621.333333,22369621.333333
Nonlinear CNN,OOD,carriage0004.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,25364766.416008,25364766.416008,22369621.333333,22369621.333333
